symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ALB,31/12/21,USD,344257000,92840000,32677000,143939000,197785000,254000000,953667000,49295000,127401000,199942000,-666590000,50212000,None,None,None,None,273989000,177853000,None,1453888000,0,None,1472280000,None,-272121000,None,123672000,10974118000,2007981000,439272000,439272000,812920000,735816000,9214977000,5909616000,2165130000,1906574000,308947000,1597627000,877048000,897708000,897708000,132683000,252239000,5348852000,1874335000,647986000,None,393688000,389920000,3965086000,74011000,2394239000,389920000,2004319000,2394239000,1226349000,663698000,5625266000,None,3096539000,1170000,117015000,997971000,3327957000,2329986000,2329986000,798434000,441482000,54026000,230576000,None,-53010000,-61476000,53010000,267116000,-603340000,225600000,25914000,153118000,29446000,61476000,123672000,57354000,798434000,232042000,Common Stock,Albemarle Corporation,"Albemarle Corporation is a fine chemical manufacturing company based in Charlotte, North Carolina.",915913,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","4250 CONGRESS STREET, SUITE 900, CHARLOTTE, NC, US",December,31/12/21,22465251000,848804000,181.08,1.284,48.07,1.56,0.0085,1.06,28.73,0.0372,0.179,0.0347,0.0389,3327957000,1008471000,1.06,3.525,0.017,245.9,181.08,33.11,6.75,3.991,7.37,54.63,1.527,291.01,132.74,223.76,217.29,117037000,3/1/22,16/12/21
ARE,31/12/21,USD,1010197000,164171000,None,60929000,156195000,9400000,7524501000,44000,None,654282000,-7107324000,5916361000,-480000000,None,0,None,655968000,655968000,0,3529097000,5274721000,None,3529097000,None,-182478000,-1712000,571247000,30219373000,415227000,361348000,361348000,None,None,1188021000,26429000,None,609872000,609872000,None,26895716000,38483000,None,254762000,26335118000,11186123000,1733043000,None,None,None,269990000,8316678000,434745000,8791866000,269990000,8316678000,8791866000,622713000,424278000,16189542000,None,None,1580000,158043880,2553162000,4201939000,1648777000,623555000,1527940000,151461000,None,1025222000,None,-142165000,129567000,142165000,2262742000,None,None,821061000,654282000,None,209418000,1799672000,570578000,1527940000,2349001000,Common Stock,Alexandria Real Estate Equities Inc,"Alexandria Real Estate Equities, Inc. is an American real estate investment trust that invests in office buildings and laboratories leased to tenants in the life science and technology industries.",1035443,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"26 NORTH EUCLID AVENUE, PASADENA, CA, US",December,31/12/21,30977761000,1296609000,50.7,844.2,102.44,4.48,0.0238,3.82,14.47,0.269,0.249,0.0125,0.0403,2126405000,1502850000,3.82,-0.856,0.262,231.45,50.7,51.55,14.57,1.834,18.24,23.83,0.843,224.95,150.77,202.32,198.09,159943000,14/1/22,30/12/21
ALGN,31/12/20,USD,1172544000,233078000,None,32196000,499142000,108729000,401098000,262066000,112450000,772020000,-563430000,-458332000,None,375038000,375038000,None,None,None,None,25623000,None,None,-349415000,None,150782000,None,1775888000,4829683000,1849538000,960843000,960843000,139237000,663112000,2980145000,734721000,301252000,574889000,130072000,444817000,None,None,None,20986000,35151000,1595818000,1325601000,142132000,840438000,None,21735000,332768000,64445000,None,None,None,86180000,383847000,100024000,3233865000,None,2215800000,8000,78860000,1763235000,2471941000,708706000,708706000,387171000,1200757000,175307000,1376064000,None,3125000,3125000,None,2478741000,-8222000,None,80100000,378949000,-1396939000,None,1775888000,1820077000,387171000,467271000,Common Stock,Align Technology Inc,"Align Technology is a manufacturer of 3D digital scanners and the Invisalign clear aligners used in orthodontics. It is headquartered in San Jose, California.",1097149,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","2820 ORCHARD PARKWAY, SAN JOSE, CA, US",December,31/12/21,40416948000,1081921000,52.9,2.2,46,0,0,9.69,50.09,0.195,0.247,0.113,0.225,3952584000,2935355000,9.69,0.205,0.236,650.67,52.9,39.37,10.23,10.85,9.68,39.18,1.673,737.45,432.09,545.98,622.19,78853000,None,None
ALLE,31/12/21,USD,488600000,142400000,None,71700000,155700000,79200000,45400000,-31700000,105600000,483300000,-31600000,-529300000,None,412800000,412800000,None,129000000,129000000,None,None,250000000,None,-412800000,None,-72300000,None,483000000,3051000000,1117600000,397900000,397900000,380400000,312400000,2042500000,283700000,544000000,1251300000,447500000,803800000,11000000,11000000,None,26900000,243900000,2288600000,601200000,259100000,None,12600000,476000000,1750700000,None,2900600000,12600000,1429500000,2900600000,105000000,87900000,759100000,None,952600000,900000,88215625,455400000,2820400000,2365000000,1662500000,530200000,674700000,73300000,782900000,400000,-50200000,400000,50200000,2870600000,44000000,45200000,34000000,523700000,40700000,50700000,483300000,445700000,573900000,607900000,Common Stock,Allegion plc,"Allegion plc is an American-Irish provider based in Dublin of security products, for homes and businesses. It comprises thirty one global brands, including CISA, Interflex, LCN, Schlage and Von Duprin.",1579241,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES","BLOCK D IVEAGH COURT, HARCOURT ROAD, DUBLIN 2, IE",December,31/12/21,10155319000,613300000,21.55,1.872,8.61,1.44,0.0142,5.34,31.89,0.169,0.189,0.111,0.606,2867400000,1204900000,5.34,0.246,-0.025,143.85,21.55,20.28,3.542,13.27,3.876,16.91,1.152,147.91,106.57,123.44,133.02,88230000,31/3/22,15/3/22
LNT,31/12/21,USD,582000000,272000000,None,-203000000,446000000,657000000,1268000000,530000000,None,674000000,-728000000,130000000,126000000,None,None,None,403000000,403000000,None,28000000,600000000,None,28000000,None,-16000000,None,674000000,18553000000,1069000000,39000000,39000000,246000000,531000000,19489000000,14987000000,None,None,None,None,687000000,517000000,517000000,240000000,1980000000,12563000000,2054000000,436000000,None,1149000000,515000000,10532000000,11000000,7368000000,633000000,6735000000,7883000000,226000000,388000000,5990000000,None,3250000000,3000000,250474529,2350000000,3669000000,1319000000,537000000,795000000,118000000,None,1458000000,None,-277000000,None,277000000,3669000000,-5000000,None,657000000,600000000,-74000000,277000000,674000000,675000000,877000000,1534000000,Common Stock,Alliant Energy Corporation,"Alliant Energy is a public utility holding company headquartered in Madison, Wisconsin providing power in Iowa and Wisconsin.",352541,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"4902 NORTH BILTMORE LANE, SUITE 1000, MADISON, WI, US",December,31/12/21,14495220000,1443000000,22,3.201,23.91,1.61,0.0306,2.63,14.66,0.18,0.214,0.0271,0.111,3669000000,1556000000,2.63,0.381,0.135,61.67,22,20.62,3.951,2.389,5.91,14.12,0.414,61.92,45.09,59.27,58.19,250479000,15/2/22,28/1/22
ALL,31/12/21,USD,5116000000,1452000000,None,3797000000,2671000000,1692000000,345000000,-2063000000,None,1566000000,510000000,-5240000000,None,3120000000,3120000000,None,999000000,885000000,114000000,None,0,0,-3006000000,None,386000000,None,1599000000,99440000000,12203000000,763000000,11833000000,None,370000000,10691000000,939000000,2440000000,1420000000,151000000,3502000000,64701000000,8018000000,11070000000,-11377000000,-61224000000,74313000000,54027000000,None,None,None,None,833000000,None,7976000000,None,None,7976000000,19844000000,56208000000,25179000000,34471000000,53294000000,9000000,281000000,42899000000,50588000000,7689000000,None,34973000000,120000000,None,7926000000,-171000000,-330000000,None,330000000,40556000000,None,411000000,376000000,2888000000,1289000000,330000000,5192000000,-1047000000,3218000000,3594000000,Common Stock,The Allstate Corporation,"The Allstate Corporation is an American insurance company, headquartered in Northfield Township, Illinois.",899051,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","2775 SANDERS ROAD, NORTHBROOK, IL, US",December,31/12/21,34562220000,8085000000,25,3.12,82.59,3.24,0.0281,4.967,171.6,0.0316,0.138,0.0388,0.186,50588000000,13969000000,4.967,-0.676,0.187,131.92,25,11.86,0.683,1.403,0.841,-,0.815,137.65,104.71,120.49,126.14,278346000,3/1/22,25/2/22
GOOGL,31/12/21,USD,91652000000,2489000000,None,8361000000,10941000000,12441000000,24640000000,9095000000,None,76033000000,-35523000000,-61362000000,None,50274000000,50274000000,None,None,None,None,None,None,None,-50274000000,None,-5233000000,None,76033000000,3.59268E+11,1.88143E+11,20945000000,1.39649E+11,1170000000,40270000000,1.72625E+11,97599000000,49414000000,24373000000,1417000000,22956000000,1.52164E+11,31049000000,1.18704E+11,7054000000,5361000000,1.07633E+11,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,52740000000,2205000000,2.51635E+11,None,1.91484E+11,61774000000,662121000,1.46698E+11,2.57637E+11,1.10939E+11,1.10939E+11,78714000000,36422000000,31562000000,67984000000,None,-346000000,1499000000,346000000,1087000000,411000000,None,12441000000,90734000000,14701000000,346000000,76033000000,73777000000,91080000000,1.03521E+11,Common Stock,Alphabet Inc,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google remained as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.",1652044,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1600 AMPHITHEATRE PARKWAY, MOUNTAIN VIEW, CA, US",December,31/12/21,1.77737E+12,91144004000,23.97,0.916,380.04,0,0,112.2,385.89,0.295,0.305,0.145,0.321,2.57637E+11,1.46698E+11,112.2,0.377,0.324,3454.77,23.97,22.83,6.9,6.85,6.26,15.58,1.07,3030.93,1994,2773.8,2713.43,300755000,None,None
GOOG,31/12/21,USD,91652000000,2489000000,None,8361000000,10941000000,12441000000,24640000000,9095000000,None,76033000000,-35523000000,-61362000000,None,50274000000,50274000000,None,None,None,None,None,None,None,-50274000000,None,-5233000000,None,76033000000,3.59268E+11,1.88143E+11,20945000000,1.39649E+11,1170000000,40270000000,1.72625E+11,97599000000,49414000000,24373000000,1417000000,22956000000,1.52164E+11,31049000000,1.18704E+11,7054000000,5361000000,1.07633E+11,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,52740000000,2205000000,2.51635E+11,None,1.91484E+11,61774000000,662121000,1.46698E+11,2.57637E+11,1.10939E+11,1.10939E+11,78714000000,36422000000,31562000000,67984000000,None,-346000000,1499000000,346000000,1087000000,411000000,None,12441000000,90734000000,14701000000,346000000,76033000000,73777000000,91080000000,1.03521E+11,Common Stock,Alphabet Inc,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google remained as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.",1652044,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1600 AMPHITHEATRE PARKWAY, MOUNTAIN VIEW, CA, US",December,31/12/21,1.77839E+12,91144004000,23.98,0.916,380.04,0,0,112.2,385.89,0.295,0.305,0.145,0.321,2.57637E+11,1.46698E+11,112.2,0.377,0.324,3506.11,23.98,22.88,6.9,6.85,6.26,15.58,1.07,3042,2010,2775.53,2739.73,315639000,None,None
MO,31/12/20,USD,8405000000,3888000000,None,14000000,-39000000,244000000,169000000,18000000,-57000000,2475000000,1212000000,-10029000000,0,1675000000,1675000000,None,6446000000,6446000000,None,None,5472000000,None,-1675000000,None,-412000000,None,4467000000,47414000000,7117000000,4945000000,4945000000,1966000000,137000000,20828000000,2012000000,3138000000,17792000000,12615000000,5177000000,19529000000,19529000000,19529000000,69000000,964000000,44449000000,9063000000,380000000,301000000,1500000000,0,35386000000,None,29500000000,1500000000,27971000000,29500000000,7183000000,381000000,2839000000,34344000000,34679000000,935000000,1858419165,13023000000,24944000000,13558000000,7818000000,10873000000,26000000,131000000,636000000,None,-1209000000,14000000,1223000000,26153000000,-140000000,185000000,72000000,6903000000,2436000000,1223000000,4454000000,2990000000,8126000000,8198000000,Common Stock,Altria Group Inc,"Altria Group, Inc. (previously known as Philip Morris Companies, Inc.) is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes and related products. It operates worldwide and is headquartered in unincorporated Henrico County, Virginia, just outside the city of Richmond.",764180,NYSE,USD,USA,MANUFACTURING,CIGARETTES,"6601 WEST BROAD STREET, RICHMOND, VA, US",December,31/12/21,93857309000,12164000000,38.53,8.76,1.765,3.52,0.0726,1.336,11.44,0.117,0.565,0.171,0.364,21110999000,13940000000,1.336,-0.149,0.006,54.08,38.53,10.78,4.446,27.3,5.58,22.42,0.637,52.17,40.96,49.42,47.96,1823180000,10/1/22,22/12/21
AMZN,31/12/21,USD,46327000000,7243000000,None,5916000000,9487000000,34296000000,61053000000,-18163000000,9487000000,33355000000,-58154000000,6291000000,None,None,None,None,None,None,None,None,19003000000,None,None,None,-5900000000,-364000000,33364000000,4.20549E+11,1.6158E+11,36220000000,96049000000,32640000000,32891000000,1.0381E+11,2.16363E+11,None,20478000000,5107000000,15371000000,1.2781E+11,None,59829000000,242000000,27235000000,2.82304E+11,1.42266E+11,78664000000,28027000000,9574000000,None,1.42238E+11,15670000000,50553000000,1491000000,48744000000,50553000000,51775000000,23643000000,1.38245E+11,1837000000,85915000000,5000000,509000000,1.26928E+11,4.67958E+11,3.4103E+11,2.72344E+11,24879000000,58274000000,56052000000,69686000000,448000000,-1809000000,448000000,1809000000,4.69767E+11,14633000000,22900000000,10412000000,38164000000,4800000000,1809000000,33355000000,32168000000,39973000000,50385000000,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,"410 TERRY AVENUE NORTH, SEATTLE, WA, US",December,31/12/21,1.56509E+12,59174998000,47.46,2.724,271.6,0,0,64.81,928.5,0.071,0.053,0.0419,0.288,4.69822E+11,1.97478E+11,64.81,0.975,0.094,4100.54,47.46,52.63,3.331,11.23,3.349,21.19,1.127,3773.08,2707.04,3171.98,3351.88,508844000,None,None
AMCR,30/6/21,USD,1461000000,354000000,None,342000000,391000000,574000000,468000000,189000000,112000000,951000000,-233000000,-1179000000,-235000000,351000000,351000000,None,742000000,742000000,None,30000000,790000000,None,-321000000,None,49000000,None,939000000,17188000000,5266000000,850000000,850000000,1991000000,1864000000,11922000000,3761000000,None,7254000000,1835000000,5419000000,40000000,None,None,790400000,184000000,12367000000,4345000000,2574000000,None,103000000,98000000,8022000000,30000000,3427000000,5000000,None,3525000000,1145000000,371000000,4764000000,29000000,452000000,15000000,1536800000,2732000000,12741000000,12111000000,10129000000,1321000000,1292000000,100000000,2015000000,14000000,-153000000,14000000,153000000,12894000000,11000000,None,583000000,1200000000,261000000,153000000,951000000,1222000000,1353000000,1936000000,Common Stock,Amcor plc,"Amcor plc is an Australian-American, UK-domiciled packaging company. It develops and produces flexible packaging, rigid containers, specialty cartons, closures and services for food, beverage, pharmaceutical, medical-device, home and personal-care, and other products.",1748790,NYSE,USD,USA,MANUFACTURING,MISCELLANEOUS MANUFACTURING INDUSTRIES,"83 TOWER ROAD NORTH, WARMLEY, BRISTOL, GB",June,31/12/21,17862015000,2098000000,19.12,None,2.954,0.475,0.0407,0.617,8.86,0.0698,0.11,0.055,0.205,13588000000,2732000000,0.617,0.057,0.13,12.56,19.12,14.77,1.315,4.03,1.803,12.22,0.412,12.54,9.93,11.88,11.9,1513730000,15/3/22,22/2/22
AEE,31/12/21,USD,1661000000,426000000,None,-45000000,271000000,81000000,3479000000,74000000,71000000,995000000,-3528000000,1721000000,55000000,None,None,None,570000000,565000000,None,308000000,1997000000,None,308000000,None,-146000000,None,990000000,35735000000,1968000000,8000000,8000000,592000000,820000000,35952000000,29261000000,14214000000,411000000,None,411000000,437000000,1159000000,None,229000000,891000000,26035000000,2826000000,None,None,1050000000,545000000,23585000000,None,13182000000,505000000,12562000000,13727000000,445000000,414000000,9700000000,None,3182000000,3000000,257700000,4333000000,6394000000,2061000000,1421000000,1333000000,534000000,None,5061000000,27000000,-358000000,25000000,383000000,6394000000,202000000,None,58000000,1147000000,157000000,383000000,995000000,1004000000,1333000000,1588000000,Common Stock,Ameren Corporation,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Louis, Missouri's Union Electric Company (formerly NYSE: UEP) and the neighboring Central Illinois Public Service Company (CIPSCO Inc. holding, formerly NYSE: CIP) of Springfield, Illinois. It is now a holding company for several power companies and energy companies.",1002910,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"1901 CHOUTEAU AVE, MC 1310, ST LOUIS, MO, US",December,31/12/21,22172080000,2621000000,22.4,2.759,37.64,2.2,0.0283,3.84,23.87,0.162,0.24,0.0271,0.105,6119000000,2991000000,3.84,0.045,0.166,92.01,22.4,20.79,3.623,2.252,5.54,12.6,0.347,89.61,68.57,87.06,85.22,257725000,31/3/22,8/3/22
